id_torneio,nome_torneio,cidade_torneio,pais_torneio,continente_torneio,latitude_torneio,longitude_torneio,altitude_torneio,superficie_torneio,total_aces_torneio
2013-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2332
2013-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,168
2013-505,Santiago,Santiago,Chile,América do Sul,-33.44889,-70.669265,522.3574829,Clay,192
2013-375,Montpellier,Montpellier,França,Europa,43.610769,3.876716,37.19309235,Hard,320
2013-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,810
2013-6003,Kuala Lumpur,Kuala Lumpur,Malásia,Ásia,3.139003,101.686855,114.5041733,Hard,221
2013-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,266
2013-339,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,290
2013-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,483
2013-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,289
2013-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,328
2013-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,292
2013-6116,Atlanta,Atlanta,EUA,América do Norte,33.748995,-84.387982,308.6121521,Hard,500
2013-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Hard,276
2013-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,708
2013-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,331
2013-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,601
2013-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1611
2013-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,674
2013-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,357
2013-605,Tour Finals 2013,Londres,Reino Unido,Europa,51.5025248,0.0014754,5.662439823150635,Hard,183
2014-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,342
2014-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,1102
2014-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,740
2014-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,396
2014-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,164
2014-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,474
2014-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,293
2014-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Clay,234
2014-6718,Bogota,Bogota,Colômbia,América do Sul,4.710989,-74.072092,2797.953857,Hard,430
2014-505,Vina del Mar,Vina del Mar,Chile,América do Sul,-33.015348,-71.550028,172.776062,Clay,261
2014-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,392
2014-533,Sao Paulo,Sao Paulo,Brasil,América do Sul,-23.555771,-46.639557,797.1174927,Clay,305
2014-6967,Shenzhen,Shenzhen,China,Ásia,22.543096,114.057865,39.16783142,Hard,353
2014-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,297
2014-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,134
2014-741,Eastbourne,Eastbourne,Reino Unido,Europa,50.768035,0.290472,3.894941568,Grass,389
2014-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,308
2014-414,Hamburg,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,291
2014-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,717
2014-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,282
2014-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,154
2014-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,313
2014-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,177
2014-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,353
2014-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,456
2014-468,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,146
2014-6120,Nice,Nice,França,Europa,43.710173,7.261953,140.7552795,Clay,245
2014-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2459
2014-339,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,497
2014-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Hard,368
2014-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Hard,248
2014-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,1000
2014-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,133
2014-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,219
2014-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,838
2014-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,294
2014-6116,Atlanta,Atlanta,EUA,América do Norte,33.748995,-84.387982,308.6121521,Hard,345
2014-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,371
2014-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,358
2014-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,431
2014-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,212
2014-311,Queen's Club,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,890
2014-6932,Rio de Janeiro,Rio de Janeiro,Brasil,América do Sul,-22.906847,-43.172896,24.8383007,Clay,208
2014-375,Montpellier,Montpellier,França,Europa,43.610769,3.876716,37.19309235,Hard,385
2014-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,521
2014-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,406
2014-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Hard,392
2014-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,238
2014-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,419
2014-6710,Dusseldorf,Dusseldorf,Alemanha,Europa,51.227741,6.773456,30.44205284,Clay,250
2014-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,150
2014-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1549
2014-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,3248
2014-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,551
2014-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,174
2014-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,414
2014-6003,Kuala Lumpur,Kuala Lumpur,Malásia,Ásia,3.139003,101.686855,114.5041733,Hard,318
2014-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,668
2014-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2331
2014-6242,Winston-Salem,Winston-Salem,EUA,América do Norte,36.09986,-80.244216,251.0912781,Hard,586
2014-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,618
2014-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,388
2014-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,340
2014-605,Tour Finals 2014,Londres,Reino Unido,Europa,51.5025248,0.0014754,5.662439823150635,Hard,114
2015-329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,405
2015-429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,351
2015-439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,149
2015-422,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,775
2015-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,815
2015-352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,613
2015-425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,276
2015-7163,Istanbul,Istanbul,Turquia,Europa,41.008238,28.978359,17.35715485,Clay,188
2015-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2997
2015-7161,Quito,Quito,Equador,América do Sul,-0.180653,-78.467838,2697.437744,Clay,295
2015-421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,775
2015-6003,Kuala Lumpur,Kuala Lumpur,Malásia,Ásia,3.139003,101.686855,114.5041733,Hard,335
2015-6120,Nice,Nice,França,Europa,43.710173,7.261953,140.7552795,Clay,243
2015-407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,406
2015-891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,298
2015-404,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,1095
2015-403,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,972
2015-402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,499
2015-339,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,484
2015-338,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,460
2015-6718,Bogota,Bogota,Colômbia,América do Sul,4.710989,-74.072092,2797.953857,Hard,500
2015-440,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,368
2015-500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,459
2015-495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,303
2015-560,US Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2445
2015-6967,Shenzhen,Shenzhen,China,Ásia,22.543096,114.057865,39.16783142,Hard,298
2015-773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,195
2015-337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,601
2015-311,London,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,707
2015-6932,Rio de Janeiro,Rio de Janeiro,Brasil,América do Sul,-22.906847,-43.172896,24.8383007,Clay,209
2015-315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,547
2015-314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,209
2015-741,Nottingham,Nottingham,Reino Unido,Europa,52.954783,-1.158109,61.28526306,Grass,599
2015-319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,232
2015-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2770
2015-316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,184
2015-506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,144
2015-807,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Hard,301
2015-573,Valencia,Valencia,Espanha,Europa,39.469908,-0.376288,27.05393028,Hard,312
2015-6242,Winston-Salem,Winston-Salem,EUA,América do Norte,36.09986,-80.244216,251.0912781,Hard,832
2015-2276,Zagreb,Zagrebe,Croácia,Europa,45.815011,15.981919,213.4449158,Hard,353
2015-308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,262
2015-418,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,805
2015-6116,Atlanta,Atlanta,EUA,América do Norte,33.748995,-84.387982,308.6121521,Hard,429
2015-414,Hamburg,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,190
2015-1536,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,616
2015-416,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,554
2015-375,Montpellier,Montpellier,França,Europa,43.610769,3.876716,37.19309235,Hard,313
2015-410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,383
2015-533,Sao Paulo,Sao Paulo,Brasil,América do Sul,-23.555771,-46.639557,797.1174927,Clay,319
2015-451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,382
2015-360,Casablanca,Casablanca,Marrocos,África,33.57311,-7.589843,50.53450012,Clay,198
2015-438,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,225
2015-341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,391
2015-717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,283
2015-301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,340
2015-496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,335
2015-322,Geneva,Geneva,Suíça,Europa,46.204391,6.143158,422.9550476,Clay,192
2015-321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Grass,467
2015-7290,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,206
2015-568,St. Petersburg,São Petersburgo,Rússia,América do Norte,59.9502805,30.2894237,3.737375259399414,Hard,303
2015-747,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,330
2015-499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,366
2015-328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,438
2015-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1570
2015-605,Tour Finals 2015,Londres,Reino Unido,Europa,51.5025248,0.0014754,5.662439823150635,Hard,122
2016-M020,Brisbane,Brisbane,Austrália,Oceania,-27.470453,153.026034,12.74699593,Hard,385
2016-0891,Chennai,Chennai,Índia,Ásia,13.08268,80.270718,0.761829436,Hard,376
2016-0451,Doha,Doha,Catar,Ásia,25.285447,51.53104,10.24268818,Hard,275
2016-0301,Auckland,Auckland,Nova Zelândia,Oceania,-36.850883,174.764488,11.14038277,Hard,399
2016-M001,Sydney,Sydney,Austrália,Oceania,-33.86882,151.209296,4.215515137,Hard,334
2016-580,Australian Open,Melbourne,Austrália,Oceania,-37.813628,144.963058,8.406817436,Hard,2789
2016-0375,Montpellier,Montpellier,França,Europa,43.610769,3.876716,37.19309235,Hard,350
2016-7161,Quito,Quito,Equador,América do Sul,-0.180653,-78.467838,2697.437744,Clay,385
2016-7434,Sofia,Sofia,Bulgária,Europa,42.6714647,23.3672065,554.209228515625,Hard,279
2016-0506,Buenos Aires,Buenos Aires,Argentina,América do Sul,-34.603684,-58.381559,7.12301302,Clay,230
2016-0402,Memphis,Memphis,EUA,América do Norte,35.149534,-90.04898,72.96620178,Hard,280
2016-0407,Rotterdam,Rotterdam,Holanda,Europa,51.8820998,4.4848757,-0.519095242023468,Hard,424
2016-0499,Delray Beach,Delray Beach,EUA,América do Norte,26.462489,-80.0776647,5.067657947540283,Hard,347
2016-0496,Marseille,Marselha,França,Europa,43.296482,5.36978,40.33418655,Hard,449
2016-M052,Rio de Janeiro,Rio de Janeiro,Brasil,América do Sul,-22.906847,-43.172896,24.8383007,Clay,250
2016-M004,Acapulco,Acapulco,México,América do Norte,23.634501,-102.552784,1999.349609,Hard,347
2016-0495,Dubai,Dubai,Emirados Árabes Unidos,Ásia,25.204849,55.270783,1.280532718,Hard,291
2016-0533,Sao Paulo,Sao Paulo,Brasil,América do Sul,-23.555771,-46.639557,797.1174927,Clay,222
2016-M006,Indian Wells Masters,Indian Wells,EUA,América do Norte,33.717631,-116.340755,277.1852417,Hard,879
2016-M007,Miami Masters,Miami,EUA,América do Norte,25.7082748,-80.1611257,-0.5187706351280212,Hard,1003
2016-0717,Houston,Houston,EUA,América do Norte,29.760427,-95.369803,14.9013443,Clay,282
2016-0360,Marrakech,Marrakech,Marrocos,África,42.697708,23.321868,606.8295898,Clay,230
2016-0410,Monte Carlo Masters,Monte Carlo,Mônaco,Europa,43.740072,7.426644,110.5124283,Clay,401
2016-0425,Barcelona,Barcelona,Espanha,Europa,41.387397,2.168568,42.32268524,Clay,306
2016-0773,Bucharest,Bucareste,Romenia,Europa,44.426767,26.102538,78.06578064,Clay,196
2016-7290,Estoril,Estoril,Portugal,Europa,38.713315,-9.393656,3.778222322,Clay,206
2016-7163,Istanbul,Istanbul,Turquia,Europa,41.008238,28.978359,17.35715485,Clay,177
2016-0308,Munich,Munique,Alemanha,Europa,48.135125,11.581981,523.5631714,Clay,187
2016-M021,Madrid Masters,Madri,Espanha,Europa,40.416775,-3.70379,667.6986694,Clay,616
2016-M009,Rome Masters,Roma,Italia,Europa,41.902784,12.496366,37.41212463,Clay,424
2016-0322,Geneva,Geneva,Suíça,Europa,46.204391,6.143158,422.9550476,Clay,241
2016-6120,Nice,Nice,França,Europa,43.710173,7.261953,140.7552795,Clay,216
2016-520,Roland Garros,Paris,França,Europa,48.856614,2.352222,54.06916046,Clay,1656
2016-M010,s-Hertogenbosch,Rosmalen,Holanda,Europa,51.717149,5.36081,2.25545454,Grass,434
2016-0321,Stuttgart,Stuttgart,Alemanha,Europa,48.775846,9.182932,327.8624878,Grass,452
2016-0500,Halle,Halle,Alemanha,Europa,51.49698,11.968803,81.90995026,Grass,403
2016-0311,London,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,643
2016-0741,Nottingham,Nottingham,Reino Unido,Europa,52.954783,-1.158109,61.28526306,Grass,692
2016-540,Wimbledon,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Grass,2785
2016-0316,Bastad,Bastad,Suécia,Europa,56.427389,12.847722,88.20202637,Clay,164
2016-0414,Hamburg,Hamburgo,Alemanha,Europa,53.551085,9.993682,7.651072502,Clay,212
2016-0315,Newport,Newport,EUA,América do Norte,41.490102,-71.312828,13.53820419,Grass,307
2016-0314,Gstaad,Gstaad,Suíça,Europa,46.471759,7.286573,1402.696899,Clay,319
2016-0319,Kitzbuhel,Kitzbuhel,Austria,Europa,47.449238,12.392541,906.1345215,Clay,201
2016-0439,Umag,Umago,Croácia,Europa,45.437206,13.525721,3.575510502,Clay,134
2016-M035,Washington,Washington,EUA,América do Norte,47.751074,-120.740138,938.9876099,Hard,779
2016-0421,Canada Masters,Toronto,Canadá,América do Norte,43.653226,-79.383184,66.05884552,Hard,753
2016-6116,Atlanta,Atlanta,EUA,América do Norte,33.748995,-84.387982,308.6121521,Hard,427
2016-7480,Los Cabos,Los Cabos,México,América do Norte,22.9134386,-109.8960836,49.72241592407227,Hard,324
2016-O16,Olympics,Olympics,Brasil,América do Sul,-22.9749873,-43.3966474,2.768212795257568,Hard,529
2016-M024,Cincinnati Masters,Cincinnati,EUA,América do Norte,39.103118,-84.51202,251.0748596,Hard,810
2016-6242,Winston-Salem,Winston-Salem,EUA,América do Norte,36.09986,-80.244216,251.0912781,Hard,551
2016-560,Us Open,Nova Iorque,EUA,América do Norte,40.712775,-74.005973,4.262852192,Hard,2009
2016-0341,Metz,Metz,França,Europa,49.119309,6.175716,175.2830353,Hard,444
2016-7581,Chengdu,Chengdu,China,Ásia,30.5728,104.0668,481.2686767578125,Hard,377
2016-6967,Shenzhen,Shenzhen,China,Ásia,22.543096,114.057865,39.16783142,Hard,419
2016-0568,St. Petersburg,São Petersburgo,Rússia,Europa,59.9502805,30.2894237,3.737375259399414,Hard,231
2016-M015,Beijing,Pequim,China,Ásia,39.9042,116.407396,46.6712265,Hard,313
2016-0329,Tokyo,Tóquio,Japão,Ásia,35.6804,139.769017,25.86968803,Hard,460
2016-5014,Shanghai Masters,Xangai,China,Ásia,31.230416,121.473701,6.564735889,Hard,619
2016-7485,Antwerp,Antuérpia,Bélgica,Europa,51.2301752,4.4396087,2.047021627426147,Hard,274
2016-M014,Moscow,Moscou,Rússia,Europa,55.755826,37.6173,147.0406799,Hard,202
2016-0429,Stockholm,Estocolmo,Suécia,Europa,59.329323,18.068581,38.17290115,Hard,261
2016-0328,Basel,Basel,Suíça,Europa,47.559599,7.588576,276.7791138,Hard,411
2016-0337,Vienna,Viena,Austria,Europa,48.208174,16.373819,208.9177704,Hard,484
2016-0352,Paris Masters,Paris,França,Europa,48.856614,2.352222,54.06916046,Hard,699
2016-0605,London,Londres,Reino Unido,Europa,51.507218,-0.127586,20.33771706,Hard,169